www.googletagmanager.com, 172.217.13.72, , googletagmanager.com, MarkMonitor Inc., 2011-11-11 23:39:05, 2019-11-11 23:39:05, None, Google LLC, 15169, , 
beacon.krxd.net, 184.73.173.12, , krxd.net, MarkMonitor Inc., 2010-05-18 21:18:33, 2021-05-18 21:18:33, None, Salesforce.com, 14618, , 
fonts.googleapis.com, 172.217.7.138, , googleapis.com, MarkMonitor Inc., 2005-01-25 17:52:26, 2020-01-25 17:52:26, None, Google LLC, 15169, , 
px.owneriq.net, 69.192.184.248, , owneriq.net, GoDaddy.com, LLC, 2007-10-04 16:47:00, 2019-10-04 16:47:00, None, 16625, , 
securepubads.g.doubleclick.net, 172.217.15.98, , doubleclick.net, MarkMonitor Inc., 1996-01-16 05:00:00, 2020-01-17 05:00:00, None, Google Inc., 15169, , 
sync.ipredictive.com, 52.3.29.186, , ipredictive.com, Gandi SAS, 2010-01-17 01:45:04, 2020-01-17 01:45:04, None, Adelphic, 14618, , 
cdn.jsdelivr.net, 151.101.202.109, , jsdelivr.net, NameCheap, Inc., 2012-05-16 21:35:05, 2021-05-16 21:35:05, None, 54113, , 
cx.atdmt.com, 31.13.66.18, , atdmt.com, RegistrarSEC LLC, 2001-08-17 22:04:28, 2020-08-17 22:04:28, None, Facebook, 32934, , 
adservice.google.com, 172.217.164.162, , google.com, MarkMonitor Inc., 1997-09-15 04:00:00, 2028-09-14 04:00:00, None, Google LLC, 15169, , 
connect.facebook.net, 31.13.66.19, , facebook.net, RegistrarSafe, LLC, 2004-04-01 05:44:24, 2028-04-01 04:44:24, None, 32934, , 
trc.taboola.com, 151.101.202.2, , taboola.com, GoDaddy.com, LLC, 2007-02-23 22:21:41, 2021-02-23 22:21:41, None, 54113, , 
match.taboola.com, 151.101.250.49, , taboola.com, GoDaddy.com, LLC, 2007-02-23 22:21:41, 2021-02-23 22:21:41, None, 54113, , 
cdn.ampproject.org, 172.217.15.97, , ampproject.org, MarkMonitor Inc., 2015-08-31 16:13:25, 2020-08-31 16:13:25, None, Google Inc., 15169, , 
r.nexac.com, 107.23.168.96, , nexac.com, Tucows Domains Inc., 2006-10-31 00:14:41, 2019-10-30 23:14:41, None, REDACTED FOR PRIVACY, 14618, , 
stags.bluekai.com, 23.5.130.129, , bluekai.com, Tucows Domains Inc., 2007-07-06 06:09:58, 2020-07-06 06:09:58, None, REDACTED FOR PRIVACY, 16625, , 
t.co, 104.244.42.69, c.r06.twtrdns.net, t.co, , None, None, None, Twitter, 13414, , 
cm.g.doubleclick.net, 172.217.15.66, , doubleclick.net, MarkMonitor Inc., 1996-01-16 05:00:00, 2020-01-17 05:00:00, None, Google Inc., 15169, , 
www.imdb.com, 13.225.66.232, ns-1434.awsdns-51.org, imdb.com, MarkMonitor Inc., 1996-01-05 05:00:00, 2024-01-04 05:00:00, None, IMDb.com, 16509, , 
image2.pubmatic.com, 162.248.19.147, , pubmatic.com, GoDaddy.com, LLC, 2006-12-29 02:10:07, 2020-09-08 11:59:59, None, 
pubmatic2waycm-atl.netmng.com, 104.193.83.156, , netmng.com, GoDaddy.com, LLC, 2008-12-08 15:14:55, 2019-12-08 15:14:55, None, 
image4.pubmatic.com, 104.36.115.114, , pubmatic.com, GoDaddy.com, LLC, 2006-12-29 02:10:07, 2020-09-08 11:59:59, None, 62713, , 
aa.agkn.com, 63.251.88.56, , agkn.com, GoDaddy.com, LLC, 2005-06-09 22:54:35, 2020-09-02 03:59:59, None, 
bea4.v.fwmrm.net, 54.70.197.249, ashgslb2.fwmrm.net, fwmrm.net, Register.com, Inc., 2007-11-13 19:21:54, 2021-11-13 19:21:54, None, 
pmp.mxptint.net, 38.67.14.233, , mxptint.net, GoDaddy.com, LLC, 2007-07-30 02:24:08, 2021-12-02 04:59:59, None, 
www.googletagservices.com, 172.217.164.162, , googletagservices.com, MarkMonitor Inc., 2008-12-17 16:23:09, 2019-12-17 16:23:09, None, Google Inc., 15169, , 
bh.contextweb.com, 151.101.200.166, , contextweb.com, Network Solutions, LLC, 2000-03-16 19:26:42, 2020-03-16 18:26:42, None, 
a125375509.cdn.optimizely.com, 23.5.135.170, , optimizely.com, GoDaddy.com, LLC, 2010-01-11 03:01:32, 2020-01-11 03:01:32, None, 
www.google.com, 172.217.164.164, , google.com, MarkMonitor Inc., 1997-09-15 04:00:00, 2028-09-14 04:00:00, None, Google LLC, 
sync.mathtag.com, 216.200.232.172, , mathtag.com, Tucows Domains Inc., 2007-12-13 20:23:30, 2019-12-13 20:23:30, None, Contact Privacy Inc. Customer 0140394076, 
googleads4.g.doubleclick.net, 172.217.15.66, , doubleclick.net, MarkMonitor Inc., 1996-01-16 05:00:00, 2020-01-17 05:00:00, None, Google Inc., 15169, , 
ml314.com, 3.210.124.229, ns-1092.awsdns-08.org, ml314.com, Gandi SAS, 2013-04-22 16:23:21, 2027-04-22 16:23:21, None, , 
img.bleacherreport.net, 151.101.248.64, , bleacherreport.net, CSC Corporate Domains, Inc., 2008-03-10 16:44:38, 2020-03-10 16:44:38, None, 
ads.yahoo.com, 98.139.225.43, , yahoo.com, MarkMonitor Inc., 1995-01-18 05:00:00, 2023-01-19 05:00:00, None, Oath Inc., 
hbopenbid.pubmatic.com, 162.248.19.149, , pubmatic.com, GoDaddy.com, LLC, 2006-12-29 02:10:07, 2020-09-08 11:59:59, None, 
ad.doubleclick.net, 172.217.15.102, , doubleclick.net, MarkMonitor Inc., 1996-01-16 05:00:00, 2020-01-17 05:00:00, None, Google Inc., 
odr.mookie1.com, 35.190.90.30, , mookie1.com, CSC Corporate Domains, Inc., 2008-04-18 16:44:19, 2020-04-18 16:44:19, None, 15169, , 
cvp.twitch.tv, 23.0.210.186, , 
pixel-sync.sitescout.com, 209.15.36.34, dns2.p03.nsone.net, sitescout.com, Network Solutions, LLC, 2000-05-12 20:23:01, 2020-05-12 20:23:01, None, 
px.adhigh.net, 64.58.119.36, , adhigh.net, NameCheap, Inc., 2012-10-15 21:08:20, 2024-10-15 21:08:20, None, 
pr-bh.ybp.yahoo.com, 72.30.2.182, , yahoo.com, MarkMonitor Inc., 1995-01-18 05:00:00, 2023-01-19 05:00:00, None, Oath Inc., 
us-u.openx.net, 35.244.140.139, , openx.net, Tucows Domains Inc., 1996-11-09 05:00:00, 2019-11-08 05:00:00, None, REDACTED FOR PRIVACY, 
www.ugdturner.com, 52.44.149.191, ns-123.awsdns-15.com, ugdturner.com, CSC Corporate Domains, Inc., 2011-05-03 19:24:10, 2020-05-03 19:24:10, None, 14618, , 
cr-pall.ladsp.com, 13.225.212.104, , ladsp.com, GMO Internet, Inc. d/b/a Onamae.com, 2011-08-12 01:25:28, 2020-08-12 01:25:28, None, 
a.tribalfusion.com, 184.25.196.95, , tribalfusion.com, Network Solutions, LLC, 1998-09-11 04:00:00, 2029-09-10 04:00:00, None, 
geolocation.onetrust.com, 104.20.185.68, , onetrust.com, NameCheap, Inc., 2004-01-12 19:08:04, 2020-01-12 19:08:04, None, 
cm.adgrx.com, 173.231.178.116, , adgrx.com, GoDaddy.com, LLC, 2011-10-06 22:04:52, 2020-10-06 22:04:52, None, 29791, , 
c1.adform.net, 185.167.164.55, , adform.net, DNC Holdings, Inc., 2002-09-23 13:54:22, 2023-09-23 13:54:27, None, 198622, , 
logx.optimizely.com, 34.205.132.51, , optimizely.com, GoDaddy.com, LLC, 2010-01-11 03:01:32, 2020-01-11 03:01:32, None, 14618, , 
yt3.ggpht.com, 172.217.164.129, , ggpht.com, MarkMonitor Inc., 2008-01-16 18:55:33, 2020-01-16 18:55:33, None, Google LLC, 15169, , 
js-sec.indexww.com, 23.221.203.181, , indexww.com, GoDaddy.com, LLC, 2013-03-28 21:07:45, 2020-03-28 21:07:45, None, 16625, , 
tpc.googlesyndication.com, 172.217.9.193, , googlesyndication.com, MarkMonitor Inc., 2003-01-21 06:17:24, 2020-01-21 06:17:23, None, Google LLC, 15169, , 
cdn.krxd.net, 151.101.248.175, , krxd.net, MarkMonitor Inc., 2010-05-18 21:18:33, 2021-05-18 21:18:33, None, Salesforce.com, 54113, , 
cdn.segment.com, 13.226.35.80, ns-1948.awsdns-51.co.uk, segment.com, GoDaddy.com, LLC, 1998-07-06 04:00:00, 2025-07-05 04:00:00, None, 16509, , 
cdn.adsafeprotected.com, 13.225.62.105, ns-1323.awsdns-37.org, 16509, , 
pm.w55c.net, 34.196.88.181, , w55c.net, NameCheap, Inc., 2009-05-13 21:08:06, 2026-05-13 21:08:06, None, 14618, , 
events.bouncex.net, 35.190.62.200, , bouncex.net, Tucows Domains Inc., 2017-05-05 16:10:40, 2020-05-05 16:10:40, None, Contact Privacy Inc. Customer 0148182090, 15169, , 
sb.scorecardresearch.com, 23.219.169.166, , scorecardresearch.com, MarkMonitor Inc., 2007-11-01 18:07:51, 2019-11-01 18:07:51, None, TMRG, 16625, , 
image6.pubmatic.com, 162.248.19.151, , pubmatic.com, GoDaddy.com, LLC, 2006-12-29 02:10:07, 2020-09-08 11:59:59, None, 62713, , 
spade.twitch.tv, 54.70.215.221, , twitch.tv, MarkMonitor Inc., 2009-06-08 22:31:23, 2024-06-08 22:31:23, 2019-05-07 23:07:14, , 
d23tl967axkois.cloudfront.net, 13.225.63.142, ns-1984.awsdns-56.co.uk, cloudfront.net, MarkMonitor Inc., 2008-04-25 18:25:49, 2024-04-25 18:25:49, None, Amazon.com, 
googleads.g.doubleclick.net, 172.217.164.162, , doubleclick.net, MarkMonitor Inc., 1996-01-16 05:00:00, 2020-01-17 05:00:00, None, Google Inc., 15169, , 
cookiex.ngd.yahoo.com, 216.155.194.56, , yahoo.com, MarkMonitor Inc., 1995-01-18 05:00:00, 2023-01-19 05:00:00, None, Oath Inc., 26101, , 
consumer.krxd.net, 151.101.200.175, , krxd.net, MarkMonitor Inc., 2010-05-18 21:18:33, 2021-05-18 21:18:33, None, Salesforce.com, 54113, , 
pixel.adsafeprotected.com, 199.166.0.26, , adsafeprotected.com, MarkMonitor Inc., 2010-04-01 19:21:11, 2023-04-01 19:21:11, None, Integral Ad Science, 7415, , 
pixel.quantserve.com, 192.184.68.253, , quantserve.com, MarkMonitor Inc., 2005-06-20 00:48:21, 2020-06-20 00:48:21, None, Quantcast, 27281, , 
static.criteo.net, 74.119.119.131, , criteo.net, Gandi SAS, 2005-06-17 17:39:18, 2020-06-17 17:39:18, None, Criteo SA, 19750, , 
token.rubiconproject.com, 208.185.50.80, , rubiconproject.com, GoDaddy.com, LLC, 2007-05-02 02:36:31, 2020-05-02 02:36:31, None, 26667, , 
z.moatads.com, 23.221.201.161, , moatads.com, Tucows Domains Inc., 2011-01-20 00:28:41, 2022-04-08 11:59:59, None, REDACTED FOR PRIVACY, 16625, , 
tcheck.outbrainimg.com, 23.221.200.45, , outbrainimg.com, Network Solutions, LLC, 2018-04-09 18:42:52, 2020-04-09 18:42:52, None, 16625, , 
ads.playground.xyz, 34.198.50.176, , 14618, , 
b1sync.zemanta.com, 70.42.32.95, , zemanta.com, Network Solutions, LLC, 2007-05-03 10:36:08, 2021-05-03 10:36:08, None, 22075, , 
amplify.outbrain.com, 23.221.200.229, , outbrain.com, Network Solutions, LLC, 2004-08-09 20:58:16, 2023-08-09 20:58:16, None, 16625, , 
mcdp-nydc1.outbrain.com, 70.42.32.95, , outbrain.com, Network Solutions, LLC, 2004-08-09 20:58:16, 2023-08-09 20:58:16, None, 22075, , 
idsync.rlcdn.com, 35.190.72.21, , rlcdn.com, NameCheap, Inc., 2009-10-20 03:59:44, 2019-11-26 04:59:59, None, 
assets.bounceexchange.com, 34.98.72.95, , bounceexchange.com, GoDaddy.com, LLC, 2010-04-03 15:49:26, 2027-04-03 15:49:26, None, 15169, , 
analytics.twitter.com, 104.244.42.195, , twitter.com, CSC Corporate Domains, Inc., 2000-01-21 16:28:17, 2020-01-21 16:28:17, None, 13414, , 
c.bing.com, 204.79.197.200, , bing.com, MarkMonitor Inc., 1996-01-29 05:00:00, 2020-01-30 05:00:00, None, Microsoft Corporation, 8068, , 
api.rlcdn.com, 35.190.72.21, , rlcdn.com, NameCheap, Inc., 2009-10-20 03:59:44, 2019-11-26 04:59:59, None, 15169, , 
sync-tm.everesttech.net, 151.101.250.49, , everesttech.net, Nom-iq Ltd. dba COM LAUDE, 2003-03-28 23:09:53, 2020-03-28 22:09:53, None, Adobe Inc., 54113, , 
ad.turn.com, 50.116.194.21, , turn.com, Network Solutions, LLC, 1995-03-31 05:00:00, 2024-04-01 04:00:00, None, 6336, , 
dt.scanscout.com, 67.226.210.15, , scanscout.com, GoDaddy.com, LLC, 2005-05-28 23:22:28, 2020-05-28 23:22:28, None, 395486, , 
cdnjs.cloudflare.com, 104.19.198.151, , cloudflare.com, CloudFlare, Inc., 2009-02-17 22:07:54, 2024-02-17 22:07:54, None, 13335, , 
rtb.adentifi.com, 3.214.97.87, , adentifi.com, GoDaddy.com, LLC, 2011-11-19 02:43:06, 2019-11-19 02:43:06, None, 
d2in0p32vp1pij.cloudfront.net, 13.225.209.23, ns-2039.awsdns-62.co.uk, cloudfront.net, MarkMonitor Inc., 2008-04-25 18:25:49, 2024-04-25 18:25:49, None, Amazon.com, 
pixel.tapad.com, 107.178.246.49, , tapad.com, MarkMonitor Inc., 2002-08-15 06:31:57, 2021-08-15 06:31:57, None, Tapad, 
sync.outbrain.com, 151.101.202.2, , outbrain.com, Network Solutions, LLC, 2004-08-09 20:58:16, 2023-08-09 20:58:16, None, 
ps.eyeota.net, 3.82.114.141, , eyeota.net, GoDaddy.com, LLC, 2011-09-15 17:17:38, 2023-09-15 17:17:38, None, 14618, , 
m.adnxs.com, 204.13.192.120, , adnxs.com, MarkMonitor Inc., 2008-05-27 17:02:39, 2020-05-27 17:02:39, None, AppNexus Inc, 
video-weaver.iad03.hls.ttvnw.net, 52.223.241.5, , 
dis.criteo.com, 74.119.119.150, , criteo.com, Gandi SAS, 2005-06-17 17:39:17, 2020-06-17 17:39:17, None, Criteo SA, 
widgets.tree.com, 104.18.253.222, , tree.com, MarkMonitor Inc., 1994-10-06 04:00:00, 2021-10-05 04:00:00, None, LENDINGTREE, 
ads.pubmatic.com, 23.221.203.12, , pubmatic.com, GoDaddy.com, LLC, 2006-12-29 02:10:07, 2020-09-08 11:59:59, None, 16625, , 
img.macromill.com, 13.226.38.51, ns-1899.awsdns-45.co.uk, macromill.com, Firstserver, Inc., 1999-10-28 15:37:17, 2019-10-28 15:37:17, None, 
s0.2mdn.net, 172.217.164.166, , 2mdn.net, MarkMonitor Inc., 2005-05-02 18:46:31, 2020-05-02 18:46:31, None, Google Inc., 
rtb-csync.smartadserver.com, 199.187.193.166, , 47043, , 
pagead2.googlesyndication.com, 172.217.9.194, , googlesyndication.com, MarkMonitor Inc., 2003-01-21 06:17:24, 2020-01-21 06:17:23, None, Google LLC, 15169, , 
rtb.mfadsrvr.com, 34.96.121.242, , mfadsrvr.com, DYNADOT, LLC, 2017-01-09 23:44:31, 2027-01-09 23:44:31, None, 15169, , 
static.chartbeat.com, 13.225.71.211, ns-531.awsdns-02.net, chartbeat.com, Network Solutions, LLC, 2004-08-02 18:32:25, 2020-08-02 18:32:25, None, 16509, , 
usermatch.krxd.net, 23.23.123.58, , krxd.net, MarkMonitor Inc., 2010-05-18 21:18:33, 2021-05-18 21:18:33, None, Salesforce.com, 14618, , 
um.simpli.fi, 169.55.104.49, , 36351, , 
tag.bounceexchange.com, 35.190.92.63, , bounceexchange.com, GoDaddy.com, LLC, 2010-04-03 15:49:26, 2027-04-03 15:49:26, None, 15169, , 
s.amazon-adsystem.com, 52.94.232.32, ns-923.amazon.com, amazon-adsystem.com, MarkMonitor Inc., 2011-09-16 18:47:08, 2024-09-16 18:47:08, None, Amazon Technologies, 16509, , 
us-central1-octane-216112.cloudfunctions.net, 172.217.7.206, , cloudfunctions.net, MarkMonitor Inc., 2015-12-03 18:56:54, 2019-12-03 18:56:54, None, Google Inc., 15169, , 
p.rfihub.com, 198.8.70.129, , rfihub.com, GoDaddy.com, LLC, 2008-05-14 20:41:14, 2020-05-14 20:41:14, None, 54312, , 
pixel.rubiconproject.com, 208.185.50.90, , rubiconproject.com, GoDaddy.com, LLC, 2007-05-02 02:36:31, 2020-05-02 02:36:31, None, 26667, , 
p.adsymptotic.com, 104.18.99.194, , adsymptotic.com, GoDaddy.com, LLC, 2010-09-09 21:24:16, 2021-09-09 21:24:16, None, 14618, , 
static.doubleclick.net, 172.217.13.230, , doubleclick.net, MarkMonitor Inc., 1996-01-16 05:00:00, 2020-01-17 05:00:00, None, Google Inc., 15169, , 
ads.stickyadstv.com, 38.134.110.151, , stickyadstv.com, Gandi SAS, 2009-08-14 16:19:30, 2020-08-14 16:19:30, None, STICKY ADS TV S.A.S., 
simage2.pubmatic.com, 162.248.19.147, , pubmatic.com, GoDaddy.com, LLC, 2006-12-29 02:10:07, 2020-09-08 11:59:59, None, 
r.dlx.addthis.com, 18.210.184.73, , addthis.com, Tucows Domains Inc., 1998-05-26 04:00:00, 2020-05-25 04:00:00, None, REDACTED FOR PRIVACY, 
match.prod.bidr.io, 52.201.207.184, , bidr.io, Gandi SAS, 2014-08-30 01:21:23, 2020-08-30 01:21:23, None, Registrant State/Province: Paris, 
match.adsrvr.org, 52.3.199.47, , adsrvr.org, GoDaddy.com, LLC, 2010-03-29 16:20:39, 2021-03-29 16:20:39, None, 
i.ytimg.com, 172.217.8.22, , ytimg.com, MarkMonitor Inc., 2007-12-11 22:38:13, 2019-12-11 22:38:13, None, Google LLC, 
cr-p10.ladsp.jp, 13.226.38.41, , ladsp.jp, , 2011-08-12 00:00:00, 2020-08-31 00:00:00, 2019-09-01 01:05:08+09:00, So-net.Media.Networks, 16509, , 
cdn.cookielaw.org, 152.195.33.69, , cookielaw.org, NameCheap, Inc., 2011-06-20 12:47:48, 2020-06-20 12:47:48, None, 
static.adsafeprotected.com, 199.166.0.32, , adsafeprotected.com, MarkMonitor Inc., 2010-04-01 19:21:11, 2023-04-01 19:21:11, None, Integral Ad Science, 
code.jquery.com, 205.185.208.52, , jquery.com, eNom, LLC, 2005-12-10 23:01:26, 2020-12-08 16:05:47, None, 
cdn3.optimizely.com, 23.0.209.158, , optimizely.com, GoDaddy.com, LLC, 2010-01-11 03:01:32, 2020-01-11 03:01:32, None, 16625, , 
rtb.gumgum.com, 52.1.70.199, , gumgum.com, GoDaddy.com, LLC, 2004-04-27 19:04:06, 2020-10-06 11:59:59, None, 14618, , 
cms.quantserve.com, 192.184.68.248, , quantserve.com, MarkMonitor Inc., 2005-06-20 00:48:21, 2020-06-20 00:48:21, None, Quantcast, 27281, , 
mid.rkdms.com, 52.86.0.24, ns-776.awsdns-33.net, rkdms.com, Network Solutions, LLC, 2003-02-08 11:55:11, 2021-02-08 11:55:11, None, 14618, , 
usher.ttvnw.net, 192.108.239.254, , 46489, , 
tag.researchnow.com, 104.98.171.139, , researchnow.com, CSC Corporate Domains, Inc., 1997-07-19 04:00:00, 2020-07-18 04:00:00, None, 16625, , 
api.segment.io, 34.215.235.127, , segment.io, Name.com LLC, 2011-10-01 04:10:05, 2021-10-01 04:10:05, None, Segment.io, 16509, , 
maxcdn.bootstrapcdn.com, 209.197.3.15, , bootstrapcdn.com, MarkMonitor Inc., 2012-05-25 22:21:19, 2020-05-25 22:21:19, None, DNStination Inc., 20446, , 
w.usabilla.com, 34.226.38.250, , usabilla.com, Key-Systems GmbH, 2008-10-06 11:20:09, 2019-10-06 11:20:09, None, REDACTED FOR PRIVACY, 14618, , 
www.summerhamster.com, 54.175.22.127, , summerhamster.com, NameCheap, Inc., 2017-07-03 12:41:41, 2020-07-03 12:41:41, None, 14618, , 
acdn.adnxs.com, 151.101.249.108, , adnxs.com, MarkMonitor Inc., 2008-05-27 17:02:39, 2020-05-27 17:02:39, None, AppNexus Inc, 16625, , 
sync.search.spotxchange.com, 192.35.249.120, , spotxchange.com, Network Solutions, LLC, 2006-06-08 15:25:45, 2024-06-08 15:25:45, None, 11742, , 
static.ads-twitter.com, 151.101.200.157, , ads-twitter.com, MarkMonitor Inc., 2016-05-26 23:38:32, 2020-05-26 23:38:32, None, , 
s.ytimg.com, 172.217.15.110, , 15169, , 
secure.adnxs.com, 68.67.179.133, , adnxs.com, MarkMonitor Inc., 2008-05-27 17:02:39, 2020-05-27 17:02:39, None, AppNexus Inc, 
ib.adnxs.com, 68.67.160.24, , adnxs.com, MarkMonitor Inc., 2008-05-27 17:02:39, 2020-05-27 17:02:39, None, AppNexus Inc, 29990, , 
match.zorosrv.com, 151.101.250.49, , zorosrv.com, GoDaddy.com, LLC, 2015-08-30 13:38:17, 2022-08-30 13:38:17, None, 54113, , 
code.createjs.com, 23.221.202.87, , createjs.com, Tucows Domains Inc., 2011-03-20 15:24:10, 2020-03-20 15:24:10, None, REDACTED FOR PRIVACY, 16625, , 
c.amazon-adsystem.com, 13.225.201.186, ns-1763.awsdns-28.co.uk, amazon-adsystem.com, MarkMonitor Inc., 2011-09-16 18:47:08, 2024-09-16 18:47:08, None, Amazon Technologies, 16509, , 
dpm.demdex.net, 34.195.221.13, , demdex.net, Nom-iq Ltd. dba COM LAUDE, 2008-08-12 01:04:44, 2020-08-12 01:04:44, None, Adobe Inc., 14618, , 
sync.1rx.io, 8.41.222.152, , 1rx.io, GoDaddy.com, LLC, 2015-05-28 23:01:41, 2020-05-28 23:01:41, None, 
bidder.criteo.com, 74.119.119.151, , criteo.com, Gandi SAS, 2005-06-17 17:39:17, 2020-06-17 17:39:17, None, Criteo SA, 
x.bidswitch.net, 35.211.183.51, , bidswitch.net, GoDaddy.com, LLC, 2012-09-02 23:31:46, 2022-09-02 23:31:46, None, 
ade.googlesyndication.com, 172.217.15.66, , googlesyndication.com, MarkMonitor Inc., 2003-01-21 06:17:24, 2020-01-21 06:17:23, None, Google LLC, 
tags.rd.linksynergy.com, 35.241.16.233, , linksynergy.com, CSC Corporate Domains, Inc., 1997-07-22 04:00:00, 2020-07-21 04:00:00, None, 
inv-nets.admixer.net, 162.254.204.242, , admixer.net, GoDaddy.com, LLC, 2007-04-12 09:22:10, 2021-04-12 09:22:10, None, 
pubmatic-match.dotomi.com, 159.127.43.73, , dotomi.com, GoDaddy.com, LLC, 2000-08-07 08:53:25, 2027-03-01 11:59:59, None, 26762, , 
bat.bing.com, 13.107.21.200, , bing.com, MarkMonitor Inc., 1996-01-29 05:00:00, 2020-01-30 05:00:00, None, Microsoft Corporation, 
fonts.gstatic.com, 172.217.7.227, , gstatic.com, MarkMonitor Inc., 2008-02-11 15:31:25, 2020-02-11 15:31:25, None, Google LLC, 15169, , 
cookie.brealtime.com, 104.17.119.107, , brealtime.com, GoDaddy.com, LLC, 2012-04-17 15:15:46, 2020-04-17 15:15:46, None, 13335, , 
pippio.com, 107.178.254.65, ns-1316.awsdns-36.org, pippio.com, NameCheap, Inc., 2011-07-04 08:59:36, 2020-07-04 08:59:36, None, 15169, , 
eus.rubiconproject.com, 23.67.100.216, , rubiconproject.com, GoDaddy.com, LLC, 2007-05-02 02:36:31, 2020-05-02 02:36:31, None, 16625, , 
ads.yieldmo.com, 54.85.156.223, , yieldmo.com, Amazon Registrar, Inc., 2012-06-05 21:32:27, 2020-06-05 21:32:27, None, 14618, , 
dt.adsafeprotected.com, 104.244.38.20, , adsafeprotected.com, MarkMonitor Inc., 2010-04-01 19:21:11, 2023-04-01 19:21:11, None, Integral Ad Science, 7415, , 
widgets.outbrain.com, 23.221.200.229, , outbrain.com, Network Solutions, LLC, 2004-08-09 20:58:16, 2023-08-09 20:58:16, None, 16625, , 
rp.gwallet.com, 74.217.253.61, , gwallet.com, GoDaddy.com, LLC, 2008-03-21 18:44:48, 2021-03-21 18:44:48, None, 10913, , 
simage4.pubmatic.com, 162.248.19.152, , pubmatic.com, GoDaddy.com, LLC, 2006-12-29 02:10:07, 2020-09-08 11:59:59, None, 62713, , 
match.rundsp.com, 54.85.102.186, , rundsp.com, GoDaddy.com, LLC, 2010-07-01 17:49:44, 2022-04-12 11:59:59, None, 14618, , 
cm.eyereturn.com, 35.186.239.238, , eyereturn.com, Vitalwerks Internet Solutions, LLC DBA No-IP, 2000-02-15 19:39:44, 2020-02-15 19:39:43, None, 15169, , 
url, name, registrar, creation_date, expiration_date, last_updated, registrant name, 
sync.resetdigital.co:10001, resetdigital.co, , None, None, None, Domains By Proxy, 
static.ads-twitterfacebook.com, 54113, , 
